대시보드품목,조회HS,국가코드,국가,비교기간,2025_YTD_USD,2026_YTD_USD,2025_YTD_bn,2026_YTD_bn,YTD_YoY_%,YTD_증감액_bn,YTD_품목총수출_USD,YTD_품목수출대비_비중_%
전자집적회로,8542,UZ,우즈베키스탄,1-7월,18771,223906,1.8771e-05,0.000223906,1092.8293644451549,0.000205135,181716256031,0.00012321737465348316
전자집적회로,8542,UA,우크라이나,1-7월,21468,91749,2.1468e-05,9.1749e-05,327.375628842929,7.0281e-05,181716256031,5.049025442409952e-05
전자집적회로,8542,IQ,이라크,1-7월,500,0,5e-07,0.0,-100.0,-5e-07,181716256031,0.0
전자집적회로,8542,IR,이란,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,IL,이스라엘,1-7월,9145195,20646043,0.009145195,0.020646043,125.75836819225832,0.011500848,181716256031,0.011361692922221486
전자집적회로,8542,EG,이집트,1-7월,49767663,138956986,0.049767663,0.138956986,179.21139475647067,0.089189323,181716256031,0.07646921031451064
전자집적회로,8542,IT,이탈리아,1-7월,25111295,5329735,0.025111295,0.005329735,-78.77554701977736,-0.01978156,181716256031,0.002932998464975401
전자집적회로,8542,IN,인도,1-7월,1837367390,3602474286,1.83736739,3.602474286,96.06717228175037,1.765106896,181716256031,1.9824722150259544
전자집적회로,8542,ID,인도네시아,1-7월,270292730,712784130,0.27029273,0.71278413,163.70821368373467,0.4424914,181716256031,0.39225116429781726
전자집적회로,8542,JP,일본,1-7월,503990958,1125542336,0.503990958,1.125542336,123.32589863645929,0.621551378,181716256031,0.6193955128637404
전자집적회로,8542,CN,중국,1-7월,22115460066,66591897534,22.115460066,66.591897534,201.11016155787533,44.476437468,181716256031,36.64608714073424
전자집적회로,8542,CZ,체코공화국,1-7월,77540525,95430042,0.077540525,0.095430042,23.071183745531766,0.017889517,181716256031,0.052515963119843315
전자집적회로,8542,CL,칠레,1-7월,5499,2719,5.499e-06,2.719e-06,-50.55464629932715,-2.78e-06,181716256031,1.4962888072799335e-06
전자집적회로,8542,CM,카메룬,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,KZ,카자흐스탄,1-7월,25059,41972,2.5059e-05,4.1972e-05,67.49271718743766,1.6913e-05,181716256031,2.30975482968567e-05
전자집적회로,8542,QA,카타르,1-7월,6915,405,6.915e-06,4.05e-07,-94.14316702819957,-6.51e-06,181716256031,2.2287494187141343e-07
전자집적회로,8542,KH,캄보디아,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,CA,캐나다,1-7월,47065861,166450682,0.047065861,0.166450682,253.65481149914584,0.119384821,181716256031,0.0915992248770546
전자집적회로,8542,KE,케냐,1-7월,960,511,9.6e-07,5.11e-07,-46.77083333333333,-4.49e-07,181716256031,2.8120764270689445e-07
전자집적회로,8542,CR,코스타리카,1-7월,1612645,44662,0.001612645,4.4662e-05,-97.23051260506807,-0.001567983,181716256031,2.457787815768164e-05
전자집적회로,8542,CO,콜롬비아,1-7월,958,502,9.58e-07,5.02e-07,-47.5991649269311,-4.56e-07,181716256031,2.7625486622086307e-07
전자집적회로,8542,CU,쿠바,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,KW,쿠웨이트,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,CK,쿡 아일랜드,1-7월,0,467,0.0,4.67e-07,,4.67e-07,181716256031,2.5699406877518535e-07
전자집적회로,8542,HR,크로아티아,1-7월,121132,156327,0.000121132,0.000156327,29.05508040814979,3.5195e-05,181716256031,8.602807663687023e-05
전자집적회로,8542,CX,크리스마스 아일랜드,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,KG,키르기스스탄,1-7월,0,267,0.0,2.67e-07,,2.67e-07,181716256031,1.4693236908559847e-07
전자집적회로,8542,TJ,타지크,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,TZ,탄자니아,1-7월,125,0,1.25e-07,0.0,-100.0,-1.25e-07,181716256031,0.0
전자집적회로,8542,TH,태국,1-7월,433445447,1389046858,0.433445447,1.389046858,220.46636263317353,0.955601411,181716256031,0.7644042906998011
전자집적회로,8542,TM,투르크멘,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,TN,튀니지,1-7월,280,424185,2.8e-07,0.000424185,151394.64285714287,0.000423905,181716256031,0.00023343261041413704
전자집적회로,8542,TR,튀르키예,1-7월,66278064,103539815,0.066278064,0.103539815,56.220337093732844,0.037261751,181716256031,0.056978840122226905
전자집적회로,8542,TT,트리니다드 토바고,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,TL,티모르,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,PA,파나마,1-7월,731,159,7.31e-07,1.59e-07,-78.24897400820794,-5.72e-07,181716256031,8.749905125322155e-08
전자집적회로,8542,PY,파라과이,1-7월,0,665,0.0,6.65e-07,,6.65e-07,181716256031,3.6595515146787635e-07
전자집적회로,8542,PK,파키스탄,1-7월,717,619472,7.17e-07,0.000619472,86297.76847977685,0.000618755,181716256031,0.00034090070615053875
전자집적회로,8542,PG,파푸아 뉴기니,1-7월,0,0,0.0,0.0,,0.0,181716256031,0.0
전자집적회로,8542,PE,페루,1-7월,0,1186,0.0,1.186e-06,,1.186e-06,181716256031,6.526658791592501e-07
전자집적회로,8542,PT,포루투갈,1-7월,76005498,70178518,0.076005498,0.070178518,-7.666524334857982,-0.00582698,181716256031,0.03861983486388133
전자집적회로,8542,PL,폴란드,1-7월,250382460,196093684,0.25038246,0.196093684,-21.682339889143986,-0.054288776,181716256031,0.10791202079716374
전자집적회로,8542,PR,푸에르토리코,1-7월,4838,72111,4.838e-06,7.2111e-05,1390.5126085159156,6.7273e-05,181716256031,3.968329613157899e-05
전자집적회로,8542,FR,프랑스,1-7월,85841777,95456440,0.085841777,0.09545644,11.200447306676796,0.009614663,181716256031,0.05253049016358533
전자집적회로,8542,PN,피트카이른,1-7월,4419,0,4.419e-06,0.0,-100.0,-4.419e-06,181716256031,0.0
전자집적회로,8542,FI,핀란드,1-7월,1293804,4772426,0.001293804,0.004772426,268.8677728620409,0.003478622,181716256031,0.002626306586013881
전자집적회로,8542,PH,필리핀,1-7월,1161282329,5445763596,1.161282329,5.445763596,368.94398201076905,4.284481267,181716256031,2.9968499874171832
전자집적회로,8542,HU,헝가리,1-7월,16872285,72928671,0.016872285,0.072928671,332.2394447462214,0.056056386,181716256031,0.04013326743181341
전자집적회로,8542,AU,호주,1-7월,3798379,2876485,0.003798379,0.002876485,-24.27072180000995,-0.000921894,181716256031,0.0015829541411580064
전자집적회로,8542,HK,홍콩,1-7월,9510900164,29371712048,9.510900164,29.371712048,208.82157883620488,19.860811884,181716256031,16.163502753979984
반도체 제조장비,8486,Z1,국제통화기금,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,GR,그리스,1-7월,0,48,0.0,4.8e-08,,4.8e-08,6252020128,7.677518468795307e-07
반도체 제조장비,8486,NL,네덜란드,1-7월,158560308,354811286,0.158560308,0.354811286,123.77055801380004,0.196250978,6252020128,5.675146252504196
반도체 제조장비,8486,NO,노르웨이,1-7월,0,25120,0.0,2.512e-05,,2.512e-05,6252020128,0.0004017901332002878
반도체 제조장비,8486,NZ,뉴질랜드,1-7월,0,89961,0.0,8.9961e-05,,8.9961e-05,6252020128,0.0014389109145235305
반도체 제조장비,8486,NU,니우에,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,TW,대만,1-7월,836637782,1099358867,0.836637782,1.099358867,31.402010601524566,0.262721085,6252020128,17.58405834422163
반도체 제조장비,8486,DK,덴마크,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,DO,도미니카 공화국,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,DE,독일,1-7월,21275631,16604827,0.021275631,0.016604827,-21.953774249985813,-0.004670804,6252020128,0.26559138742427285
반도체 제조장비,8486,RU,러시아 연방,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,RO,루마니아,1-7월,0,11757,0.0,1.1757e-05,,1.1757e-05,6252020128,0.00018805121799505506
반도체 제조장비,8486,LU,룩셈부르그,1-7월,734321,858892,0.000734321,0.000858892,16.964106977738624,0.000124571,6252020128,0.013737831651459455
반도체 제조장비,8486,LT,리투아니아,1-7월,11682,0,1.1682e-05,0.0,-100.0,-1.1682e-05,6252020128,0.0
반도체 제조장비,8486,LI,리히텐슈타인,1-7월,0,153586,0.0,0.000153586,,0.000153586,6252020128,0.002456581982392492
반도체 제조장비,8486,MH,마샬군도,1-7월,120441,0,0.000120441,0.0,-100.0,-0.000120441,6252020128,0.0
반도체 제조장비,8486,UM,마이너 아우틀링 합중국 군도,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,MO,마카오,1-7월,3592,0,3.592e-06,0.0,-100.0,-3.592e-06,6252020128,0.0
반도체 제조장비,8486,MY,말레이시아,1-7월,88685308,254047437,0.088685308,0.254047437,186.45944038442082,0.165362129,6252020128,4.063445603161693
반도체 제조장비,8486,MX,멕시코,1-7월,2580657,6687594,0.002580657,0.006687594,159.14307868112652,0.004106937,6252020128,0.10696693009750975
반도체 제조장비,8486,MA,모로코,1-7월,499598,502428,0.000499598,0.000502428,0.5664554301658464,2.83e-06,6252020128,0.008036250519249766
반도체 제조장비,8486,MT,몰타,1-7월,1705156,11669782,0.001705156,0.011669782,584.3820741328067,0.009964626,6252020128,0.18665618089961467
반도체 제조장비,8486,MN,몽골,1-7월,20265,59,2.0265e-05,5.9e-08,-99.70885763631878,-2.0206e-05,6252020128,9.436949784560898e-07
반도체 제조장비,8486,US,미국,1-7월,553190175,965698538,0.553190175,0.965698538,74.5689966384526,0.412508363,6252020128,15.44618408496589
반도체 제조장비,8486,MM,미얀마,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,BD,방글라데시,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,VN,베트남,1-7월,112476227,144304081,0.112476227,0.144304081,28.29740545973327,0.031827854,6252020128,2.308119264583404
반도체 제조장비,8486,BE,벨기에,1-7월,2836073,4718160,0.002836073,0.00471816,66.36243143247724,0.001882087,6252020128,0.07546616778902347
반도체 제조장비,8486,BG,불가리아,1-7월,1240,1360,1.24e-06,1.36e-06,9.677419354838701,1.2e-07,6252020128,2.1752968994920037e-05
반도체 제조장비,8486,BR,브라질,1-7월,2188147,1824729,0.002188147,0.001824729,-16.608481971275236,-0.000363418,6252020128,0.02918623041259665
반도체 제조장비,8486,SA,사우디아라비아,1-7월,41988,7454,4.1988e-05,7.454e-06,-82.24730875488235,-3.4534e-05,6252020128,0.00011922546388833378
반도체 제조장비,8486,SN,세네갈,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,RS,세르비아,1-7월,983,1645,9.83e-07,1.645e-06,67.34486266531027,6.62e-07,6252020128,2.6311495585767247e-05
반도체 제조장비,8486,LK,스리랑카,1-7월,105000,0,0.000105,0.0,-100.0,-0.000105,6252020128,0.0
반도체 제조장비,8486,SZ,스와질랜드,1-7월,8900,19300,8.9e-06,1.93e-05,116.85393258426969,1.04e-05,6252020128,0.00030870022176614464
반도체 제조장비,8486,SE,스웨덴,1-7월,1616274,48334,0.001616274,4.8334e-05,-97.00954169899411,-0.00156794,6252020128,0.0007730941201474008
반도체 제조장비,8486,CH,스위스,1-7월,1278243,1595343,0.001278243,0.001595343,24.807489655722748,0.0003171,6252020128,0.02551724030534023
반도체 제조장비,8486,ES,스페인,1-7월,41924,2652,4.1924e-05,2.652e-06,-93.67426772254555,-3.9272e-05,6252020128,4.241828954009407e-05
반도체 제조장비,8486,SK,슬로바키아,1-7월,0,164,0.0,1.64e-07,,1.64e-07,6252020128,2.623152143505063e-06
반도체 제조장비,8486,SI,슬로베니아,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,SL,시에라 리온,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,SG,싱가포르,1-7월,427728036,664674938,0.427728036,0.664674938,55.39662637405418,0.236946902,6252020128,10.631362733834116
반도체 제조장비,8486,AE,아랍에미리트 연합,1-7월,22646,5000,2.2646e-05,5e-06,-77.92104565927758,-1.7646e-05,6252020128,7.997415071661779e-05
반도체 제조장비,8486,AR,아르헨티나,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,IS,아이슬란드,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,IE,아일랜드,1-7월,24987987,32828070,0.024987987,0.03282807,31.375408511297852,0.007840083,6252020128,0.5250794035831358
반도체 제조장비,8486,AF,아프카니스탄,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,AI,앙귈라,1-7월,234000,0,0.000234,0.0,-100.0,-0.000234,6252020128,0.0
반도체 제조장비,8486,SV,엘살바도르,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,GB,영국,1-7월,19011664,16616548,0.019011664,0.016616548,-12.598139752522453,-0.002395116,6252020128,0.26577886282838276
반도체 제조장비,8486,AT,오스트리아,1-7월,818543,2575709,0.000818543,0.002575709,214.6699684683639,0.001757166,6252020128,0.04119802795362978
반도체 제조장비,8486,UY,우루과이,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,UZ,우즈베키스탄,1-7월,239480,0,0.00023948,0.0,-100.0,-0.00023948,6252020128,0.0
반도체 제조장비,8486,IL,이스라엘,1-7월,11019548,17488741,0.011019548,0.017488741,58.70651863397664,0.006469193,6252020128,0.27972944171557856
반도체 제조장비,8486,IT,이탈리아,1-7월,4713676,4790912,0.004713676,0.004790912,1.6385513132425755,7.7236e-05,6252020128,0.07662982367161054
반도체 제조장비,8486,IN,인도,1-7월,7903621,50833074,0.007903621,0.050833074,543.1618368340283,0.042929453,6252020128,0.813066384292997
반도체 제조장비,8486,ID,인도네시아,1-7월,476699,1060133,0.000476699,0.001060133,122.39043924992501,0.000583434,6252020128,0.016956647264332034
반도체 제조장비,8486,JP,일본,1-7월,423409005,471390648,0.423409005,0.471390648,11.332220721191334,0.047981643,6252020128,7.539813345911224
반도체 제조장비,8486,GE,조지아,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,CN,중국,1-7월,2781682653,2068917051,2.781682653,2.068917051,-25.623541248722013,-0.712765602,6252020128,33.091976811370884
반도체 제조장비,8486,CZ,체코공화국,1-7월,715688,248190,0.000715688,0.00024819,-65.32148086875846,-0.000467498,6252020128,0.003969756893271474
반도체 제조장비,8486,CL,칠레,1-7월,3400,0,3.4e-06,0.0,-100.0,-3.4e-06,6252020128,0.0
반도체 제조장비,8486,KZ,카자흐스탄,1-7월,42000,0,4.2e-05,0.0,-100.0,-4.2e-05,6252020128,0.0
반도체 제조장비,8486,QA,카타르,1-7월,35810,753,3.581e-05,7.53e-07,-97.8972354091036,-3.5057e-05,6252020128,1.204410709792264e-05
반도체 제조장비,8486,CA,캐나다,1-7월,30970,554509,3.097e-05,0.000554509,1690.4714239586697,0.000523539,6252020128,0.008869277267944202
반도체 제조장비,8486,KE,케냐,1-7월,0,0,0.0,0.0,,0.0,6252020128,0.0
반도체 제조장비,8486,CR,코스타리카,1-7월,150875,1271,0.000150875,1.271e-06,-99.15758077879039,-0.000149604,6252020128,2.032942911216424e-05
